week,day,exercise,sets-reps,weight,comment
Week 1,Day 1,military press,4x12,105lbs
,,military press,1+x12,105lbs
,,lu raises,3-4x12-15
,,pronated preacher curls,3-4x12-15
,,biceps curl,3-4x12-15

Week 1,Day 2,pull ups,4x12,-5.0kg
,,pull ups,1+x12,-5.0kg
,,pendley row,3-4x12-15,30kg
,,shoulder rotation,3-4x12-15
,,ab roller,3-4x12-15

Week 1,Day 3,squat,4x12,115lbs
,,squat,1+x12,115lbs
,,barbell romanian dead lift,3-4x12-15,35kg
,,hamstring curls,3-4x12-15
,,jump rope,3-4x12-15

Week 1,Day 4,dips,4x12,5.0kg
,,dips,1+x12,5.0kg
,,bench press,3-4x12-15,55.0kg
,,tricep extension,3-4x12-15
,,face pulls,3-4x12-15

Week 2,Day 1,military press,4x10,110lbs
,,military press,1+x10,110lbs
,,lu raises,3-4x12-15
,,pronated preacher curls,3-4x12-15
,,biceps curl,3-4x12-15

Week 2,Day 2,pull ups,4x10
,,pull ups,1+x10
,,pendley row,3-4x12-15,30kg
,,shoulder rotation,3-4x12-15
,,ab roller,3-4x12-15

Week 2,Day 3,squat,4x10,125lbs
,,squat,1+x10,125lbs
,,barbell romanian dead lift,3-4x12-15,35kg
,,hamstring curls,3-4x12-15
,,jump rope,3-4x12-15

Week 2,Day 4,dips,4x10,12.5kg
,,dips,1+x10,12.5kg
,,bench press,3-4x12-15,55.0kg
,,tricep extension,3-4x12-15
,,face pulls,3-4x12-15

Week 3,Day 1,military press,4x8,120lbs
,,military press,1+x8,120lbs
,,lu raises,3-4x12-15
,,pronated preacher curls,3-4x12-15
,,biceps curl,3-4x12-15

Week 3,Day 2,pull ups,4x8,7.5kg
,,pull ups,1+x8,7.5kg
,,pendley row,3-4x12-15,30kg
,,shoulder rotation,3-4x12-15
,,ab roller,3-4x12-15

Week 3,Day 3,squat,4x8,135lbs
,,squat,1+x8,135lbs
,,barbell romanian dead lift,3-4x12-15,35kg
,,hamstring curls,3-4x12-15
,,jump rope,3-4x12-15

Week 3,Day 4,dips,4x8,20.0kg
,,dips,1+x8,20.0kg
,,bench press,3-4x12-15,55.0kg
,,tricep extension,3-4x12-15
,,face pulls,3-4x12-15

Week 4,Day 1,military press,3x8,110lbs
,,lu raises,3-4x12-15
,,pronated preacher curls,3-4x12-15
,,biceps curl,3-4x12-15

Week 4,Day 2,pull ups,3x8
,,pendley row,3-4x12-15,30kg
,,shoulder rotation,3-4x12-15
,,ab roller,3-4x12-15

Week 4,Day 3,squat,3x8,125lbs
,,barbell romanian dead lift,3-4x12-15,35kg
,,hamstring curls,3-4x12-15
,,jump rope,3-4x12-15

Week 4,Day 4,dips,3x8,12.5kg
,,bench press,3-4x12-15,55.0kg
,,tricep extension,3-4x12-15
,,face pulls,3-4x12-15

Week 5,Day 1,military press,4x6,130lbs
,,military press,1+x6,130lbs
,,lu raises,3-4x8-12
,,pronated preacher curls,3-4x8-12
,,biceps curl,3-4x8-12

Week 5,Day 2,pull ups,4x6,15.0kg
,,pull ups,1+x6,15.0kg
,,pendley row,3-4x8-12,30kg
,,shoulder rotation,3-4x8-12
,,ab roller,3-4x8-12

Week 5,Day 3,squat,4x6,140lbs
,,squat,1+x6,140lbs
,,barbell romanian dead lift,3-4x8-12,40kg
,,hamstring curls,3-4x8-12
,,jump rope,3-4x8-12

Week 5,Day 4,dips,4x6,27.5kg
,,dips,1+x6,27.5kg
,,bench press,3-4x8-12,57.5kg
,,tricep extension,3-4x8-12
,,face pulls,3-4x8-12

Week 6,Day 1,military press,4x5,140lbs
,,military press,1+x5,140lbs
,,lu raises,3-4x8-12
,,pronated preacher curls,3-4x8-12
,,biceps curl,3-4x8-12

Week 6,Day 2,pull ups,4x5,20.0kg
,,pull ups,1+x5,20.0kg
,,pendley row,3-4x8-12,30kg
,,shoulder rotation,3-4x8-12
,,ab roller,3-4x8-12

Week 6,Day 3,squat,4x5,150lbs
,,squat,1+x5,150lbs
,,barbell romanian dead lift,3-4x8-12,40kg
,,hamstring curls,3-4x8-12
,,jump rope,3-4x8-12

Week 6,Day 4,dips,4x5,35.0kg
,,dips,1+x5,35.0kg
,,bench press,3-4x8-12,57.5kg
,,tricep extension,3-4x8-12
,,face pulls,3-4x8-12

Week 7,Day 1,military press,4x4,145lbs
,,military press,1+x4,145lbs
,,lu raises,3-4x8-12
,,pronated preacher curls,3-4x8-12
,,biceps curl,3-4x8-12

Week 7,Day 2,pull ups,4x4,27.5kg
,,pull ups,1+x4,27.5kg
,,pendley row,3-4x8-12,30kg
,,shoulder rotation,3-4x8-12
,,ab roller,3-4x8-12

Week 7,Day 3,squat,4x4,160lbs
,,squat,1+x4,160lbs
,,barbell romanian dead lift,3-4x8-12,40kg
