week,day,exercise,sets-reps,weight,comment
,,hamstring curls,3-4x8-12
,,jump rope,3-4x8-12

Week 7,Day 4,dips,4x4,42.5kg
,,dips,1+x4,42.5kg
,,bench press,3-4x8-12,57.5kg
,,tricep extension,3-4x8-12
,,face pulls,3-4x8-12

Week 8,Day 1,military press,3x4,140lbs
,,lu raises,3-4x8-12
,,pronated preacher curls,3-4x8-12
,,biceps curl,3-4x8-12

Week 8,Day 2,pull ups,3x4,20.0kg
,,pendley row,3-4x8-12,30kg
,,shoulder rotation,3-4x8-12
,,ab roller,3-4x8-12

Week 8,Day 3,squat,3x4,150lbs
,,barbell romanian dead lift,3-4x8-12,40kg
,,hamstring curls,3-4x8-12
,,jump rope,3-4x8-12

Week 8,Day 4,dips,3x4,35.0kg
,,bench press,3-4x8-12,57.5kg
,,tricep extension,3-4x8-12
,,face pulls,3-4x8-12

Week 9,Day 1,military press,3x3,150lbs
,,lu raises,3-4x5-8
,,pronated preacher curls,3-4x5-8
,,biceps curl,3-4x5-8

Week 9,Day 2,pull ups,3x3,32.5kg
,,pendley row,3-4x5-8,35kg
,,shoulder rotation,3-4x5-8
,,ab roller,3-4x5-8

Week 9,Day 3,squat,3x3,165lbs
,,barbell romanian dead lift,3-4x5-8,40kg
,,hamstring curls,3-4x5-8
,,jump rope,3-4x5-8

Week 9,Day 4,dips,3x3,47.5kg
,,bench press,3-4x5-8,62.5kg
,,tricep extension,3-4x5-8
,,face pulls,3-4x5-8

Week 10,Day 1,military press,3x2,160lbs
,,lu raises,3-4x5-8
,,pronated preacher curls,3-4x5-8
,,biceps curl,3-4x5-8

Week 10,Day 2,pull ups,3x2,37.5kg
,,pendley row,3-4x5-8,35kg
,,shoulder rotation,3-4x5-8
,,ab roller,3-4x5-8

Week 10,Day 3,squat,3x2,175lbs
,,barbell romanian dead lift,3-4x5-8,40kg
,,hamstring curls,3-4x5-8
,,jump rope,3-4x5-8

Week 10,Day 4,dips,3x2,52.5kg
,,bench press,3-4x5-8,62.5kg
,,tricep extension,3-4x5-8
,,face pulls,3-4x5-8

Week 11,Day 1,military press,1x1,140lbs
,,military press,1x1,155lbs
,,military press,1x1,170lbs
,,military press,1+x1,170lbs
,,lu raises,3-4x5-8
,,pronated preacher curls,3-4x5-8
,,biceps curl,3-4x5-8

Week 11,Day 2,pull ups,1x1,20.0kg
,,pull ups,1x1,35.0kg
,,pull ups,1x1,47.5kg
,,pull ups,1+x1,47.5kg
,,pendley row,3-4x5-8,35kg
,,shoulder rotation,3-4x5-8
,,ab roller,3-4x5-8

Week 11,Day 3,squat,1x1,150lbs
,,squat,1x1,170lbs
,,squat,1x1,190lbs
,,squat,1+x1,190lbs
,,barbell romanian dead lift,3-4x5-8,40kg
,,hamstring curls,3-4x5-8
,,jump rope,3-4x5-8

Week 11,Day 4,dips,1x1,35.0kg
,,dips,1x1,50.0kg
,,dips,1x1,65.0kg
,,dips,1+x1,65.0kg
,,bench press,3-4x5-8,62.5kg
,,tricep extension,3-4x5-8
,,face pulls,3-4x5-8

Week 12,Day 1,military press,3x1,155lbs
,,lu raises,3-4x5-8
,,pronated preacher curls,3-4x5-8
,,biceps curl,3-4x5-8

Week 12,Day 2,pull ups,3x1,35.0kg
,,pendley row,3-4x5-8,35kg
,,shoulder rotation,3-4x5-8
,,ab roller,3-4x5-8

Week 12,Day 3,squat,3x1,170lbs
,,barbell romanian dead lift,3-4x5-8,40kg
,,hamstring curls,3-4x5-8
,,jump rope,3-4x5-8

Week 12,Day 4,dips,3x1,50.0kg
,,bench press,3-4x5-8,62.5kg
,,tricep extension,3-4x5-8
,,face pulls,3-4x5-8

